wavelength_nm,led_mw_per_nm,dichroic_t,ir_cut_t,qe_r,qe_g,qe_b
429.2033000,1.665806476,0.9680085948,0.9348909370,0.05409312900,0.1104829700,0.4669714440
429.4228300,1.659614709,0.9677687582,0.9350863187,0.05390213790,0.1106805470,0.4679988444
429.6423800,1.667575552,0.9675288999,0.9352817182,0.05371112940,0.1108781420,0.4690263384
429.8619500,1.667575552,0.9672890196,0.9354771355,0.05352010350,0.1110757550,0.4700539260
430.0815300,1.698578614,0.9669397397,0.9356057071,0.05334374430,0.1113174032,0.4711068347
430.3011200,1.749041516,0.9664052137,0.9356210784,0.05319222720,0.1116336128,0.4722025888
430.5207300,1.794197188,0.9658706390,0.9356364511,0.05304069630,0.1119498512,0.4732984427
430.7403500,1.818123945,0.9653360400,0.9356518245,0.05288915850,0.1122661040,0.4743943465
430.9599900,1.860626004,0.9648013923,0.9356671993,0.05273760690,0.1125823856,0.4754903501
431.1796400,1.889859990,0.9641154095,0.9356825748,0.05258604840,0.1128986816,0.4765864036
431.3993100,1.946514658,0.9633956608,0.9356979517,0.05243447610,0.1132150064,0.4776825569
431.6189900,1.989060943,0.9626758793,0.9357133293,0.05228289690,0.1135313456,0.4787787601
431.8386800,2.058099146,0.9619560650,0.9357287076,0.05213131080,0.1138476992,0.4798750132
432.0583900,2.078487751,0.9612079653,0.9357440873,0.05197971090,0.1141640816,0.4809713661
432.2781200,2.117451656,0.9603818244,0.9357594684,0.05182809720,0.1144804928,0.4820678188
432.4978500,2.149339257,0.9595556836,0.9357748495,0.05167648350,0.1147969040,0.4831642715
432.7176100,2.193610391,0.9587294299,0.9357902327,0.05152484910,0.1151133584,0.4842608739
432.9373700,2.226382530,0.9579031763,0.9358056159,0.05137321470,0.1154298128,0.4853574763
433.1571600,2.291926807,0.9571391395,0.9358210012,0.05122155960,0.1157463104,0.4864542284
433.3769500,2.333544327,0.9563999418,0.9358363865,0.05106990450,0.1160628080,0.4875509805
433.5967600,2.362778313,0.9556606768,0.9358517732,0.05091823560,0.1163793344,0.4886478324
433.8165900,2.384891767,0.9549213445,0.9358671613,0.05076655290,0.1166958896,0.4897447841
434.0364300,2.425624749,0.9541893266,0.9358825501,0.05061486330,0.1170124592,0.4908417857
434.2562800,2.446897891,0.9534942708,0.9358979396,0.05046316680,0.1173290432,0.4919388372
434.4761500,2.453974196,0.9527991518,0.9359133305,0.05031145650,0.1176456560,0.4930359885
434.6960300,2.474362801,0.9521040012,0.9359287221,0.05015973930,0.1179622832,0.4941331897
434.9159300,2.492053564,0.9514087873,0.9359441151,0.05000800830,0.1182789392,0.4952304907
435.1358400,2.441590662,0.9509182799,0.9359595088,0.04985627040,0.1185956096,0.4963278416
435.3557600,2.457512349,0.9505544662,0.9359749032,0.04970452560,0.1189122944,0.4974252424
435.5757000,2.474362801,0.9501906195,0.9359902990,0.04955276700,0.1192290080,0.4985227430
435.7956500,2.521287550,0.9498267562,0.9360056955,0.04940100150,0.1195457360,0.4996202935
436.0156200,2.557597841,0.9494867366,0.9360210934,0.04924922220,0.1198624928,0.5007179438
436.2356100,2.611598895,0.9494590838,0.9360364927,0.04909742910,0.1201792784,0.5018156939
436.4556000,2.628449347,0.9494314311,0.9360518920,0.04894563600,0.1204960640,0.5029134440
436.6756100,2.668297791,0.9494037758,0.9360672927,0.04879382910,0.1208128784,0.5040112939
436.8956400,2.702839006,0.9493761181,0.9360826948,0.04864200840,0.1211297216,0.5051092436
437.1156800,2.723183383,0.9495434955,0.9360980976,0.04849018080,0.1214465792,0.5062072432
437.3357300,2.748879216,0.9498868395,0.9361135011,0.04833834630,0.1217634512,0.5073052927
437.5558000,2.774575050,0.9502302147,0.9361289060,0.04818649800,0.1220803520,0.5084034420
437.7758900,2.768383283,0.9505736212,0.9361443123,0.04803463590,0.1223972816,0.5095016911
